	etytr	indicator	alp	er-cv	leukocyty	hbver	alt	trombocyty	ast	weight	ssn	relationship	hematokrit	smoker	hemoglobin	erytrocyty	name
2099	5.18392	1.00000	56.35094	56.95552	7.58110	5.26088	8.45907	6.72101	70.42601	89.49036	006-31-4292	divoced	6.03724	no	7.71416	4.76494	Sharon Williams
2100	6.72014	1.00000	90.82915	47.03037	8.18319	4.13354	7.17378	7.43037	77.65392	87.63588	549-13-4428	married	5.06280	Y	6.21741	5.31148	David Young
2101	5.91989	0.00000	39.08263	27.07488	3.72707	5.95451	5.94445	7.08810	67.59223	147.10842	132-18-3877	divoced	6.80974	no	8.14516	6.20323	Matthew Jimenez
2102	6.31969	1.00000	40.07505	45.13907	3.94963	7.80662	7.51720	6.43014	73.72882	74.47666	420-33-9511	divoced	5.59414	no	4.48850	4.37260	Makayla Griffin
2103	5.65718	1.00000	76.43648	44.72404	3.80418	5.26682	9.71248	7.54820	71.42779	105.62916	520-29-1217	divoced	7.10594	no	7.08616	5.97366	Ashley Herman
2104	5.67884	0.00000	10.65088	55.25853		8.75393	4.31718	3.26882	78.65223	74.98465	332-91-8915	nop	6.37690	no	8.97194	5.46072	Amy Guerrero
2105	6.75468	1.00000	66.58338	37.17748	5.37120	5.14396	10.46350	8.77821	77.31060	96.95764	082-45-4845	married	5.16207	no	5.23311	6.21795	David Morrison
2106	6.21471	0.00000	76.73413	39.82231	5.49408	7.25690	11.07331	4.11943	71.79494	0.68933	133-60-8589	single	5.92139	no	7.24168	4.09186	Michelle Jones
2107	6.69854	1.00000	57.99635	51.64376	6.22732	3.56390	7.36028	6.54458	67.06974	54.18785	626-45-8385	single	7.03304	yes	7.58173	5.42393	Julie Walls
2108	4.65593	1.00000	33.98763	49.51889	6.38669	6.40746	10.69142	7.47953	62.03989	14.49484	701-81-0225	divoced	6.40158	yes	4.42266	6.03317	James Bradford
2109	6.26996	1.00000	44.01502	65.74341	3.73958	6.70071	9.24976	7.81753	69.22171	132.55423	639-83-1272	single	5.29913	Y	4.28433	5.77243	Jillian Brock
2110	6.25293	1.00000	85.72960	61.28710	4.49770	7.31861	5.18409	6.14359	85.92032	86.26665	745-90-2652	married	4.90590	Y	5.58326	6.41569	Charles Conrad
2111	5.35762	1.00000	20.29838	36.21536	4.83637	7.18354	9.16974	7.59592	71.54105	31.45227	871-88-2603	single	4.82152	Y	3.49397	5.79880	Timothy Davis
2112	3.40772	0.00000	82.59046	33.73334	5.08447	3.38181	8.88347	7.43538	78.23050	73.27491	837-90-3993	divoced	6.92521	no	6.87180	4.90186	David Lucero MD
2113	4.27380	1.00000	61.98260	36.08789	7.52755	5.14102	9.60283	8.43450	79.52597	70.40941	728-70-7300	widowed	5.58164	N	4.94986	5.78210	Denise Yu
2114	6.88438	1.00000	71.99215	78.19750	8.65386	5.63723	8.62905	7.41139	70.92630	110.20777	158-95-9786	married	5.16000	no	7.38814	4.97850	Rodney Clark
2115	5.43593	1.00000	64.11097	43.99567	5.92803	6.85079	17.52463	6.37382	75.54285	101.39425	867-23-5724	divoced	5.82739	no	5.09818	7.44886	Jacqueline Andrews
2116	7.06585	1.00000	13.61157	39.03495	5.83949	7.70326	7.75989	6.55546	76.58796	58.96470	876-69-7579	divoced	5.61660	no	3.07156	6.00174	Crystal Williams
2117	5.01923	0.00000	62.88722	34.71625	3.74497	6.42795	7.11116	5.95026	68.63328	64.60123	426-24-6189	divoced	4.09436	no	7.52136	6.18317	James Leblanc
2118	5.39574	1.00000	90.64348	48.76646	8.23617	5.41514	9.53070	7.81520	72.00317	92.08941	418-31-2497	single	3.47744	yes	5.97582	6.18848	Teresa Harper
2119	4.79122	1.00000	32.45220	54.04230	4.77402	6.57759	13.19878	9.42673	73.15525	63.99121	828-02-8853	divoced	5.16171	yes	1.81861	6.46560	Ryan Watson
2120	5.09906	0.00000	66.54095	61.35763	4.83268	4.82174	7.06665	6.54061	67.21767	45.37525	621-60-9628	nop	4.95929	no	7.31242	5.66563	Timothy Morris
2121	5.39026	1.00000	34.65186	45.30076	6.98566	7.29329	9.22185	5.85790	66.03325	56.96587	313-92-0636	single	6.76944	no	4.16170	5.29119	Shelia Hill
2122	5.35827	1.00000	71.06361	59.85220	7.38807	5.18035	6.63107	7.10908	77.77201	31.85802	421-25-2701	widowed	5.63705	N	7.08633	6.12318	Paul Miller
2123	4.96330	1.00000	55.45958	54.16469	4.01909	6.49361	6.09128	7.50296	79.32704	94.12726	132-59-2756	single	3.88484	yes	4.80573	5.25467	Timothy Lyons
2124	6.53682	1.00000	54.53092	30.70575	4.84787	7.16256	5.01340	6.60340	75.85570	68.06631	224-40-8011	married	7.04782	N	4.68247	5.72736	Anna Gordon
2125	5.71414	1.00000	61.49279	40.44026	6.58747	4.88654	10.19459	6.42344	73.26605	55.09686	697-33-2759	widowed	7.46029	Y	7.82452	7.00665	Robert Newman
2126	4.87844	0.00000	91.98860	43.08547	5.44697	6.45502	9.56652	4.55696	76.15456	103.58434	885-58-0739	divoced	5.93966	no	6.14211	5.66478	Heather Howard
2127	4.09863	1.00000	45.56404	47.70787	3.18998	6.78681	7.11292	7.89307	81.18177	71.77324	861-86-4443	divoced	5.93614	no	4.50130	5.37503	Tammy Salazar
2128	7.06575	1.00000	72.03209	60.21963	5.34064	6.50007	9.71922	6.83534	71.59768	8.65688	626-45-8385	widowed	5.35364	no	5.28149	5.67643	Julie Walls
2129	7.78172	1.00000	77.67619	36.95975	5.04770	4.90029	13.66026	9.31750	72.57221	99.31751	069-42-4430	divoced	6.91160	Y	5.65335	7.00356	Gregory Wood
2130	5.51150	1.00000	10.87502	61.84428	5.49926	7.37442	10.75563	6.95433	63.35073	66.60017	375-27-3631	single	6.10345	no	2.98776	6.00311	Abigail Galloway
2131	6.77998	0.00000	12.42487	59.07793	3.94745	8.37579	13.22099	4.17291	79.19137	104.47074	269-51-5254	widowed	4.35267	no	9.16053	7.31294	Megan Roberts
2132	4.39595	1.00000	63.59715	36.39774	2.70697	5.57734	4.37822	9.21196	60.63789	71.99062	657-59-4565	single	6.11903	no	5.13944	5.70419	Scott Wright
2133	3.58057	0.00000	87.41097	26.00455	4.14063	6.81536	11.55390	4.59158	65.55429	36.92571	678-83-0198	single	5.35397	N	6.31077	5.92319	Amanda Ellis
2134	6.62247	0.00000	96.23569	34.11815	4.66306	5.23352	6.31982	6.34534	78.11382	35.41687	834-38-3787	married	6.64629	N	5.84164	4.41151	Matthew Freeman
2135	5.59251	0.00000	28.56067	52.26279	3.25706	8.13226	8.28804	4.52382	73.16558	120.10756	866-35-9455	single	7.44516	no	8.91688	5.48332	Micheal Baker
2136	4.28659	1.00000	10.32770	51.60641	3.43481	6.73684	16.83749	8.62568	76.07700	90.56089	634-48-4953	married	5.18997	no	2.96817	7.92166	Doris Bailey
2137	7.18712	0.00000	81.45686	74.29727	3.75544	6.24016	10.35864	7.88699	84.80233	83.03177	822-25-0847	married	6.41993	no	5.60080	6.76721	Karen Owen
2138	7.20564	1.00000	64.71387	74.72169	6.85927	4.50783	8.46942	8.04912	71.58357	75.56421	844-83-9100	divoced	5.99498	no	5.03559	7.02291	Brianna King
2139	6.77468	0.00000	85.48643	27.12261	3.49849	3.25871	8.93129	8.39173	77.80253	64.49345	155-68-4186	widowed	5.96678	yes	6.89835	5.69396	Nicholas Thompson
2140	6.40263	0.00000	39.61111	39.94851	6.56459	8.62243	5.13986	2.48134	79.78323	19.76745	129-20-9580	widowed	5.96208	no	8.19236	5.23125	John Orozco
2141	6.55176	1.00000	37.85219	36.04645	9.49380	8.30465	7.92876	7.56940	67.67808	30.55700	139-71-7023	divoced	8.26713	no	8.36667	4.95709	Susan Collins
2142	6.03304	1.00000	87.80409	49.72802	9.05433	6.44602	5.47418	7.88217	60.81014	38.77725	329-21-1975	widowed	5.32514	Y	6.39679	4.66876	Stephanie Washington
2143	4.79914	1.00000	27.58684	47.82610	3.69991	6.84462	9.65197	7.73497	75.01917	94.65754	606-91-2767	nop	4.36429	no	3.94668	5.24061	Andrea Rodriguez
2144	4.54792	1.00000	66.66150	46.57648	4.43397	6.53873	12.33281	7.54771	80.46820	74.71495	140-15-9309	single	5.21854	no	5.16834	5.17956	Austin Mullins
2145	4.57466	1.00000	81.17752	53.57384	4.26946	7.18895	6.06108	5.40005	66.07841	84.08435	410-10-9244	married	6.25701	yes	6.60352	6.52576	Jennifer Johnson
2146	7.15598	1.00000	55.15229	49.26828	6.99957	4.44128	10.47467	6.89621	69.05094	54.43434	694-21-1523	separated	5.96254	no	7.65873	5.28290	Sydney Payne
2147	5.01352	0.00000	83.25795	45.41009	5.10286	3.12668	21.73482	8.08413	68.60670	76.34565	846-83-5719	divoced	5.72469	Y	6.16192	8.02540	William Elliott
2148	6.50618	0.00000	40.85955	35.10346	4.74878	7.38117	14.26365	4.76299	83.72036	69.35223	803-37-1560	divoced	5.52103	no	8.30957	7.08830	Jennifer Jones
2149	6.26717	0.00000	77.26120	52.32424	4.73151	6.69590	7.41602	5.00414	68.46658	94.80971	698-94-4374	single	6.32192	Y	7.09201	6.98645	Nicholas Hunt
2150	6.71239	1.00000	47.09810	50.60890	3.63916	8.49623	11.53849	5.20418	61.08426	84.95245	353-15-9490	nop	5.46811	no	4.78644	6.69139	Kimberly Smith
2151	5.51091	1.00000	31.66173	74.24547	6.15613	7.83013	9.33254	5.41107		44.70147	637-77-2180	widowed	7.66121	no	4.19095	4.88001	Melissa Ayers
2152	7.85172	0.00000	82.42449	63.46718	6.04649	6.83159	7.40160	7.53584	67.16202	76.81910	219-13-4921	single	5.96032	yes	5.73154	5.78931	Jeremy Walker
2153	6.43360	0.00000	17.80115	48.11055	4.26932	8.74366	10.24207	3.23444	71.31107	105.19060	295-17-7858	separated	6.02060	no	8.76650	6.79028	Scott Richard
2154	8.31446	0.00000	89.09126	55.06117	3.65032	4.88703	8.13110	7.01748	72.39011	64.46514	682-73-2346	divoced	6.47982	yes	6.46346	6.02939	Christine Garcia
2155	6.10030	0.00000	84.69126	25.15899	4.92465	7.38650	5.52257	3.81043	63.61842	70.55021	030-37-4999	widowed	5.17351	yes	6.64314	5.76130	Joshua Buckley
2156	7.40297	1.00000	27.14601	53.74295	4.64836	6.08724	5.66683	8.61115	78.44900	126.94583	419-92-8277	divoced	6.90844	N	4.10600	5.30690	Stephanie Leblanc
2157	5.52105	0.00000	34.07953	39.95245	3.79688	7.05858	7.39179	5.55268	75.48973	106.82012	824-90-2878	single	6.16043	Y	8.40504	5.46666	Maria Horn
2158	4.52992	1.00000	18.50948	51.88093	8.85901	6.03559	10.69562	6.01624	82.79464	55.72507	106-60-3273	nop	4.79578	no	9.90238	4.91226	Carol Anderson
2159	5.77279	0.00000	15.04966	54.25227	2.24166	7.56342	5.69909	5.47849	62.92868	77.80857	741-36-9010	married	5.19652	yes	8.74407	5.90722	Mr. Matthew Brooks
2160	6.92258	0.00000	82.03129	65.70850	5.50718	4.54910	11.57684	6.54123	69.23546	116.45383	351-24-7121	nop	5.86797	Y	6.89461	6.53082	Juan Jenkins
2161	5.39105	1.00000	92.06911	60.22165	6.12770	3.61245	9.94923	7.15425	77.25400	57.68084	291-45-2222	married	5.73759	Y	5.84450	7.10588	Justin White
2162	5.71868	1.00000	18.79305	60.51426	5.73127	3.91153	7.54993	5.84072	71.29842	78.05979	598-60-0268	divoced	6.11178	Y	8.42280	6.20899	Casey Robinson
2163	6.89101	1.00000	68.90290	55.21214	9.31077	5.81636	7.92188	7.35869	73.57805	88.81104	003-24-0886	widowed	4.95189	yes	7.34730	5.34235	Juan Mcfarland
2164	6.50518	0.00000	41.68458	53.10788	5.02784	7.26529	9.24375	4.67220	57.10914	35.69982	394-96-9491	single	6.65440	Y	8.07308	5.49169	Dennis Crawford
2165	6.07542	0.00000	38.59883	47.25114	4.58264	8.09382	6.78300	3.84494	70.29174	112.26928	198-97-4485	single	6.36495	no	8.15625	4.27805	Wesley Mercer
2166	6.79130	1.00000	23.36728	12.75288	6.70504	8.64316	4.50139	5.60228	65.37913	19.10572	649-49-8334	nop	5.82146	Y	2.38176	3.55410	Melissa Willis
2167	5.80997	1.00000	35.39999	44.70997	7.94807	6.80291	10.33100	7.19674	84.02277	105.90459	524-33-0398	nop	5.90250	no	8.12915	5.04917	Joseph Smith
2168	6.36973	1.00000	89.27359	57.01052	3.33480	6.95858	6.14671	6.29169	73.91636	30.84547	295-17-7858	single	5.06374	Y	6.37102	5.73668	Scott Richard
2169	6.43224	1.00000	9.90890	24.77872	4.71226	8.41617	6.66477	5.65311	76.36025	69.26938	766-71-0214	widowed	6.71813	yes	3.35316	4.26930	Sherri Miller
2170	6.44873	0.00000	86.43914	49.11075	5.55443	1.65668	5.61686	8.63353	78.85304	76.57900	215-60-8971	nop	7.57128	no	5.97781	4.63842	Meagan Graham
2171	7.00916	1.00000	26.79315	32.15057	5.60775	6.68235	9.78628	7.42140	71.77880	97.97587	659-77-8458	married	4.40138	yes	3.77455	5.64637	Joseph White
2172	5.77214	0.00000	87.55402	26.50592	4.03012	6.77219	17.00221	4.90961	61.75131	66.43749	194-25-0766	divoced	4.43858	Y	6.56054	7.72581	Brandi Gibson
2173	7.22872	1.00000	60.31923	57.65881	5.75933	6.77572	6.07015	6.64393	59.44715	54.49382	841-19-6556	single	7.31661	no	4.94914	4.12624	Jacqueline Manning
2174	6.55173	1.00000	86.05952	54.26602	7.83951	5.83729	16.09039	7.38651	82.84456	70.62201	801-46-6436	nop	4.97401	no	7.06489	6.77688	Kimberly Burch
2175	4.45030	1.00000	82.29837	60.24852	6.79129	4.01693	9.90677	7.03089	78.06723	96.97591	716-96-6935	widowed	7.26244	no	6.66476	5.51919	Christopher Pugh
2176	6.90784	0.00000	94.57577	44.01170	6.09851	6.53711	9.08696	4.21275	87.35738	5.72226	640-99-6430	divoced	7.23116	no	5.96736	5.27635	Alexander Roberts
2177	7.20150	0.00000	51.40010	50.92407	4.90453	5.07393	12.75637	5.80276	70.68861	56.08097	851-39-3072	married	6.80636	no	7.73377	7.05256	Kyle Porter
2178	6.54812	0.00000		32.79877	3.86600	6.64324	10.42996	5.67342	73.27075	91.14296	205-68-1073	separated	5.58534	no	7.81500	4.48334	Jeffrey Taylor
2179	5.76304	1.00000	74.99770	18.90928	8.01245	7.35646	8.26617	7.82628	63.95751	50.72578	472-10-2646	separated	6.71197	no	7.23804	5.79426	Alicia Mccoy
2180	6.56511	1.00000	58.35282	35.91737	5.24002	5.91099	7.85035	8.35698	72.94977	35.73529	425-02-1185	married	5.79706	yes	4.84482	5.29197	Daniel Martinez
2181	3.70350	1.00000	26.55834	42.47288	5.26762	4.06516	12.33126	6.00221	66.68322	153.93868	024-53-7727	married	4.61890	yes	8.36438	6.28973	Elizabeth Flores
2182	4.86366	1.00000	59.95633	56.58284	8.76337	7.37276	8.02327	7.60070	70.11796	89.62815	308-75-5163	nop	5.02025	no	7.68208	5.60549	Christina Brown
2183	5.99203	1.00000	20.62625	54.13091	4.34301	6.82308	11.23476	7.47380	64.37120	75.52100	560-02-3172	married	5.60250	yes	3.94826	6.88102	Desiree Myers
2184	5.79074	0.00000	25.29665	60.72740	5.91336	8.84770	6.89641	2.70784	71.89245	-19.62956	099-88-1066	divoced	6.42935	no	8.71231	6.37758	Elizabeth Reynolds
2185	6.33587	0.00000	33.48643	71.64915	1.90461	6.36145	6.80927	6.71010	72.86307	75.77247	301-31-7763	separated	5.44103	no	8.52704	4.43684	Scott Griffin
2186	5.18271	0.00000	43.76021	60.03474	5.38286	7.93419	8.71673	3.72639	80.25215	46.73682	302-68-4893	separated	4.41978	no	8.10080	6.44366	Belinda Williams
2187	6.12016	0.00000	72.18750	31.32531	3.80652	4.73101	5.00314	8.64814	74.34200	109.65571	686-82-3280	divoced	7.42549	no	7.39624	4.46274	Joshua Wells
2188	5.14477	1.00000	67.36411	44.40014	8.74694	5.93848	6.89221	7.27830	59.92826	62.07738	176-51-0287	separated	5.68138	yes	7.30137	5.10199	Samuel Lee
2189	5.59551	0.00000	91.22436	54.00665	2.62238	6.36770	4.56430	5.97130	76.21320	105.27479	289-51-1814	nop	5.49743	no	6.87359	5.19083	Shannon Jenkins
2190	6.89840	1.00000	73.72614	28.01767	8.31287	5.53789	9.97354	7.23743	56.50734	73.58781	698-87-9617	single	5.22793	yes	7.41552	6.83634	Crystal Dean
2191	5.71765	0.00000	53.09789	75.48544	7.86606	2.32212	8.20784	9.02995	79.36502	60.73518	753-46-2747	widowed	5.37658	yes	4.77345	6.08734	Maurice Madden
2192	4.05765	0.00000	82.37843	75.75672	3.47602	3.00363	6.17450	8.20207	72.34772	86.77794	145-47-6965	married	5.93703	Y	6.24888	4.29093	Kristen Ayala
2193	4.99331	0.00000	62.71957	59.40049	6.06562	6.83255	7.63372	4.68004	67.41291	42.61317	722-82-4848	married	5.58510	Y	7.61285	5.70004	Terrence Harris
2194	5.20675	1.00000	57.95146	73.16149	4.99669	7.19846	9.82374	6.30490	77.70132	40.62011	334-70-3568	widowed	5.11620	no	5.10501	5.45598	Robert Johnson
2195	7.07332	0.00000	65.69127	57.70988	4.96403	7.08967	9.80027	5.55659	66.12404	60.35659	076-39-6831	divoced	6.02931	no	7.54802	6.01132	Jack Hernandez
2196	7.01321	0.00000	33.99251	43.62400	4.22897	7.64052	7.06625	4.64065	74.84357	63.35253	433-94-5567	married	6.32540	Y	8.35546	5.39841	Tanya White
2197		1.00000	35.42120	40.50658	7.35803	6.15628	9.92663	5.62067	59.69570	81.47308	166-96-5353	separated	4.30452	no	10.46320	5.31587	Ronald Joyce
2198	5.48443	1.00000	28.92050	63.86690	4.91391	8.27723	4.83261	4.93677	68.53796	77.53309	272-72-6725	separated	5.54198	no	4.07339	5.15233	Jacqueline Leach
2199	7.35933	1.00000	43.67498	40.30275	5.47061	7.96578	15.60060	5.37414	68.03781	125.58706	732-78-9707	single	5.43861	no	4.55800	7.40946	Dean Hernandez
2200	4.62306	0.00000	57.17772	41.56591	5.91425	4.48276	0.84771	7.42387	69.12904	65.68587	404-60-2231	divoced	4.58617	no	7.85249	4.46403	Allen Johnson
2201	8.02770	1.00000	28.30389	42.78339	3.76508	6.27608	8.55851	8.75547	73.77588	66.35441	279-79-2217	widowed	6.61128	no	4.12515	5.81611	Alyssa Bailey
2202	5.44673	0.00000	81.14186	55.86416	5.39775	6.43915	9.98859	4.36730	69.55980	83.53862	407-95-2383	married	6.10623	no	5.63629	4.62460	Bonnie Cameron
2203	6.90205	0.00000	78.95948	38.15385	4.34752	6.95131	10.17472	4.64547	70.69022	107.57199	293-15-6898	separated	5.92629	Y	6.97236	6.32872	Julia Martinez
2204	6.83259	1.00000	90.39735	58.90391	8.22320	5.07364	16.26340	7.82405	67.76342	37.98287	683-25-7671	separated	5.92177	no	6.61728	7.33041	Alex Jones
2205	7.76177	1.00000	79.27795	59.20452	4.45873	2.44588	10.66384	6.03422	85.99733	31.96773	427-73-3968	widowed	5.58806	no	7.29176	6.56433	Natalie Sanders
2206	6.04398	0.00000	62.08882	37.98387	4.19395	7.25787	9.77511	4.66025	67.86023	34.39673	171-36-4982	divoced	7.07212	yes	7.49964		Kelly West
2207	7.61535	1.00000	16.50519	70.00670	5.21213	6.99061	4.92789	7.42197	70.88945	67.71612	405-69-0988	married	4.50726	Y	3.62412	6.45255	Brianna Wilson
2208	6.38083	0.00000	81.24973	68.73190	4.82036	7.51265	12.83700	4.02864	66.63664	42.76122	301-09-4830	nop	6.55736	no	7.13906	6.15925	Nathan Mckenzie
2209	5.92477	1.00000	88.69981	26.45404	7.41227	4.98544	9.49728	7.36299	74.50040	27.50229	063-24-7253	nop	4.82895	no	6.23087	6.90964	Elizabeth Ochoa
2210	6.99639	0.00000	60.11002	52.05768	3.78571	6.06243	7.41815	4.85657	70.49262	67.44651	254-29-8516	divoced	5.14054	no	4.77335	5.53150	Danielle Cook
2211	4.08065	0.00000	94.38732	58.49308	5.50163	4.67536	16.83310	6.74280	71.69054	96.00010	391-82-2991	single	4.60347	no	6.39862	7.76829	Lori Payne
2212	4.34894	0.00000	43.75446	55.14078	4.47614	4.66134	6.40783	6.23924	73.09453	122.80442	026-48-1260	separated	5.89882	N	8.07969	4.19756	Melissa Hernandez
2213	5.31126	1.00000	51.98562	66.30624	4.60281	7.60284	7.44941	6.20308	69.01538	81.60350	472-08-6118	widowed	3.28074	yes	4.73186	6.15893	Dillon Robbins
2214	6.22726	1.00000	21.96928	56.08137	4.50840	8.35044	5.04517	6.73234	68.69502	97.68004	160-04-2945	divoced	5.28473	no	2.55852	5.70162	James White
2215	6.57199	0.00000	34.15837	78.77772	2.52691	5.54628	8.96109	7.48994	77.62579	76.02524	131-26-9523	widowed	5.14014	no	8.40944	6.63861	Harold Carter
2216	5.42934	0.00000	54.13536	31.74705	3.07537	6.93628	9.22602	5.51268	61.14735	36.20374	704-02-0189	single	6.21869	Y	7.67626	5.90350	Eric Medina
2217	6.81108	0.00000	65.72480	31.76225	5.19579	5.87718	12.44052	4.77113	74.03190	164.44646	085-31-3861	single	6.56050	no	4.95073	6.29243	Dylan Jones
2218	4.16147	0.00000	71.10763	71.37951	5.86161	3.71183	10.42290	6.40315	68.11375	110.01042	215-66-7723	single	5.90952	no	7.29483	6.84592	Andrew Robinson
2219	5.55817	0.00000	82.17508	48.56136	6.95812	4.15413	8.09943	6.68331	78.43572	88.29455	590-94-5626	separated	3.58226	no	6.33225	5.13311	Chad Adams
2220	6.28104	1.00000	21.96517	45.03665	3.74077	5.79524	4.98420	10.11537	72.38872	39.62906	400-75-3887	nop	4.40163	yes	3.52559	4.82796	Christopher Clark
2221	6.26755	1.00000	49.51493	54.91539	5.42849	7.24123	4.91539	6.51235	72.96998	3.46503	592-31-4289	divoced	4.04477	Y	4.58998	5.18415	Rhonda Ruiz
2222	6.42865	0.00000	10.21970	49.16648	1.41868	7.35776	8.03557	5.34418	59.67466	133.26217	717-93-6964	separated	6.19802	yes	9.44874	5.71386	Mary Mcfarland
2223	6.02087	1.00000	68.53876	35.45512	4.22061	6.51167	14.10859	7.84939	83.03756	30.19252	036-58-8471	widowed	5.28277	Y	5.13916	7.28106	April Davis
2224	4.55407	1.00000	76.78722	70.44442	4.15484	6.38926	7.42405	7.23391	69.61017	35.20528	116-14-6679	married	5.90693	no	5.58674	6.76619	James Hicks
2225	5.98165	0.00000	68.55529	47.91471	4.13247	5.31311	10.28850	5.68870	84.84723	111.73085	688-11-4061	nop	5.45522	no	7.46357	6.07577	Evan Taylor
2226	5.30806	1.00000	93.55848	28.21216	5.18570	6.73290	9.04891	6.01024	75.51431	67.37226	654-93-0468	nop	6.03999	no	5.86161	7.28777	Alexandria Johnson
2227	5.55156	1.00000	28.20541	26.37388	4.27892	8.25835	7.14439	5.74516	79.82355	97.53485	834-80-1951	married	6.49103	Y	4.06330	4.80170	Elizabeth Myers
2228	7.75555	1.00000	11.15428	56.14640	4.34209	9.05360	11.22958	4.71997	80.16430	18.82057	035-49-2700	single	5.00286	no	3.38811	6.04028	Kathryn Hansen
2229	5.61601	1.00000	87.09008	49.98411	7.78373	5.11711	10.16007	8.01309	82.47143	90.28994	278-87-4497	married	6.17351	N	5.88223	6.02557	John Hunter
2230	4.94151	1.00000	13.13396	36.77807	7.74890	6.79745	7.44810	6.23513	68.33821	13.83701	778-48-1203	widowed	4.92906	no	9.01278	5.49218	Tyler Richard
2231	4.69677	1.00000	53.37032	59.85288	4.64437	6.19183	12.87338	8.45082	75.47171	24.78791	564-12-0473	married	6.67513	yes	4.86288	6.90188	David Robinson
2232	7.97549	0.00000	91.72164	32.59728	5.07401	6.48009	5.48216	4.91715	78.71437	-71.46964	141-43-4990	married	4.90746	yes	6.45478	6.49643	Todd Benton
2233	4.21164	1.00000	61.07030	39.65552	5.06440	5.33871	8.83599	9.02445	80.08432	42.80378	303-04-8471	married	4.74146	no	5.03812	5.05048	Mark Taylor
2234	6.76136	1.00000	81.76258	40.16386	4.65697	7.98243	10.28223	5.28308	67.37233	61.76611	757-97-1694	divoced	8.38335	no	5.54513	5.44618	Amanda Hess
2235	7.04368	1.00000	29.31414	38.20095	4.48329	7.13031	4.28294	7.39530	71.74309	117.01535	886-59-8040	married	5.90914	no	4.14380	4.25341	Miss Ashley Garcia
2236	5.65295	1.00000	75.17251	39.52072	7.72806	4.55531	9.00979	6.87329	72.49013	112.01498	403-21-8000	divoced	7.25221	no	7.17586	5.91251	Michelle Brooks
2237	4.71683	1.00000	85.91202	61.81366	8.02192	5.15274	17.04322	7.40774	69.25455	97.92684	481-99-7401	nop	5.27798	yes	6.51865	7.97026	Andrew King
2238	6.28719	0.00000	70.87701	22.75756	5.84621	3.42376	6.12703	7.36100	61.69959	78.36147	191-60-8579	divoced	5.00806	N	5.35684	4.83274	Charles Alvarado
2239	6.72562	1.00000	11.22139	56.95383	4.29721	6.99621	5.32660	8.93540	62.95294	65.46015	349-49-2271	divoced	6.01899	no	2.51631	5.25087	Randall Ferguson
2240	6.98353	1.00000	71.63261	59.73010	5.23251	3.86785	3.45710	6.44423	78.75729	14.76161	457-26-3804	divoced	5.35444	Y	7.33986	5.42931	Michael Baker
2241	6.08112	1.00000	61.50184	57.76841	4.72756	5.24819	9.96694	9.28491	64.91770	163.13289	381-81-2878	divoced	6.00941	no	4.95097	5.83413	Rebecca Bauer
2242	4.56277	1.00000	86.20691	54.83530	7.03439	4.45892	13.01782	7.32657	67.29482	101.42384	597-57-5124	widowed	4.57866	no	6.86612	6.31458	Stephanie Moore
2243	5.78229	1.00000	45.57503	58.34569	6.07088	2.64064	6.45801	7.30817	70.30180	100.23041	888-34-0250	separated	5.58131	no	4.49416	4.89414	Kendra Powers
2244	6.02095	1.00000	21.99980	46.42348	4.67687	8.32402	8.88546	5.44300	84.92248	99.30628	862-99-3536	married	5.58543	Y	3.62976	6.65176	Christopher Burch
2245	6.23152	1.00000	66.08653	74.39116	9.79424	7.21762	4.85105	8.00624	86.33719	47.77157	298-06-9895	single	5.71932	Y	7.35058	4.49840	Samuel Smith
2246	6.38143	1.00000	46.11825	47.36212	5.55110	7.51071	100.00000	5.71421	82.54902	80.00337	008-12-6011	divoced	6.63401	yes	4.62831	9.95043	Terry Hunt
2247	6.61131	1.00000	77.83335	53.01533	5.66461	7.68763	12.80301	5.24640	64.03348	47.34811	579-46-5297	single	8.16171	yes	5.51445	3.75512	Shawna Beasley
2248	4.65508	1.00000	25.64623	21.72348	7.35432	4.49883	3.28088	8.59539	74.25936	76.97911	058-23-6295	nop	4.36470	yes	4.04743	4.95874	Crystal Collins
2249	5.56647	0.00000	70.14817	55.63276	2.38051	6.78175	9.71256	5.80406	84.77545	52.26071	515-39-3322	married	6.17961	no	7.47410	3.99250	Aaron White
2250	5.27439	0.00000	91.85289	48.55817	4.27813	6.62733	11.06715	4.85563	75.06255	122.66409	355-33-1903	divoced	5.65695	Y	6.33816	6.89523	Jeremy Mason
2251	4.61564	1.00000	89.83841	57.20414	4.62551	5.63170	8.38694	8.40518	72.82456	107.03000	827-21-3169	widowed	5.35032	no	5.80348	5.76023	Stephanie Ayers
2252	7.03397	1.00000	78.64030	65.69803	8.75634	5.17970	7.26057	8.14713	63.98787	81.28458	193-82-5850	married	4.83347	N	5.43579	3.28356	Anthony Rogers
2253	5.33689	1.00000	17.33440	47.19579	5.10071	5.26072	7.80287	10.62564	76.12542	87.56989	138-24-6181	divoced	6.57483	no	3.00271	5.14032	Samuel Henderson
2254	5.73015	1.00000	88.92765	39.62320	4.87454	7.12995	9.45984	4.10986	75.60501	49.44990	522-41-3678	divoced	5.29116	yes	6.35236	6.34357	Nicole Jones
2255	5.71331	1.00000	24.13169	64.36692	4.16837	6.14015	10.33970	9.03989	74.85894	24.18186	160-95-5280	married	5.37824	no	3.97194	6.21602	Troy Miller
