ssn,etytr,indicator,alp,er-cv,leukocyty,hbver,alt,trombocyty,ast,weight,hematokrit,smoker,hemoglobin,erytrocyty,blood_group,sex,race,age
593-98-9272,5.31322,0.0,43.12352,48.47789,4.78215,7.62834,6.36589,4.26091,71.59403,-15.84524,5.92374,0,8.06271,5.67544,3,1,1,39
564-61-4958,5.57748,0.0,73.13829,42.03447,3.87461,7.15948,9.43514,4.69244,68.07248,132.48357,6.25692,0,7.12042,5.91597,4,0,0,81
411-60-4177,4.93071,1.0,38.10314,40.53777,8.61369,6.40978,7.32761,6.77449,70.62092,82.90477,5.63939,0,8.2607,4.85169,7,1,0,80
384-40-7642,6.43157,1.0,81.89016,44.6766,6.16191,3.52446,11.09345,7.04817,71.01886,121.57505,6.49161,0,5.63138,6.06429,2,0,1,55
501-14-6620,6.44526,0.0,88.18639,42.79855,5.26358,3.7398,9.5649,7.72011,72.41411,85.44979,5.31488,0,6.18978,6.06603,2,0,0,58
067-25-4510,4.39246,1.0,50.22721,51.70469,4.66624,6.26304,17.68616,8.02805,70.71085,59.73843,7.42899,0,4.73347,7.45512,0,0,1,69
656-83-2919,5.2159,1.0,75.83112,49.89565,5.50792,8.33498,9.45733,3.99537,64.99863,67.91564,4.86978,0,5.44848,5.81267,6,0,0,92
640-30-1649,5.71158,1.0,41.19377,59.86287,6.54407,4.83458,5.79114,6.27164,61.88402,76.60959,4.93164,0,8.1197,6.34817,3,0,0,33
248-91-4682,5.56379,0.0,91.10525,70.96037,4.76085,1.75109,6.39189,8.73757,71.34451,61.18304,5.69205,0,6.23104,5.90566,0,1,3,98
033-25-1253,6.48897,1.0,14.69881,63.15502,5.3148,2.89921,11.52012,5.39636,76.79728,58.40696,6.77575,0,8.64817,6.84044,0,0,1,83
612-37-5352,5.64416,1.0,72.02783,65.78123,5.25154,6.6763,5.35344,7.01674,67.85931,52.62566,6.09855,0,5.19398,4.1614,3,0,4,55
262-71-2504,5.03921,0.0,64.29503,39.91106,5.19893,5.3615,7.92938,5.52843,74.6841,38.45869,5.02754,0,5.0052,5.60487,3,0,1,57
409-41-4520,6.76838,1.0,78.22829,43.94311,,6.45387,7.51909,6.73241,77.43749,54.87368,7.10478,0,5.27436,5.64932,7,1,4,21
022-72-3112,6.68233,0.0,87.43076,41.03834,4.48496,7.21077,7.52187,5.70639,72.15889,80.21112,6.3349,0,6.05862,5.18847,1,1,0,92
310-38-4291,4.20896,0.0,36.35153,54.79826,3.52457,6.92895,7.51267,5.72942,83.8121,-9.61558,4.35031,1,8.30466,5.33473,0,0,1,29
242-67-4500,7.57937,1.0,68.77394,47.93165,7.40046,5.51756,8.60926,7.09974,73.48992,88.60899,6.10888,0,7.43669,6.24426,2,0,3,11
703-45-9784,6.06862,1.0,70.73038,45.59084,6.90822,2.93814,9.10716,7.45169,67.49439,29.92573,5.01392,1,5.29864,4.60023,1,1,0,84
188-83-8299,6.56585,0.0,89.46834,44.00665,3.31162,6.22047,13.4008,5.76985,66.46594,49.98904,5.58385,0,6.63304,7.12674,5,0,1,42
640-11-5425,5.09484,1.0,83.90982,29.7524,5.42682,2.03117,3.38954,6.31117,79.48555,29.33789,4.82907,1,6.44523,5.77852,1,0,3,34
395-51-7561,4.58455,0.0,36.74757,53.08511,4.24434,3.92941,6.45552,7.32233,78.29431,78.94183,5.45615,0,4.32663,4.51383,5,0,0,94
659-92-2332,4.99513,0.0,49.1352,49.21258,2.58549,5.41263,9.52388,5.90344,70.38572,51.83399,5.21036,0,7.75307,6.6792,3,0,0,91
877-47-1646,7.32245,1.0,73.00014,51.04715,8.77099,6.44758,10.10605,7.647,68.72694,84.86882,6.48411,0,7.16983,7.27185,1,1,0,52
742-93-3676,7.42968,1.0,27.50297,66.78328,6.79257,5.70408,11.50093,6.5294,77.80389,49.61098,7.07666,0,8.44738,5.26957,3,1,1,9
881-53-4938,5.01593,1.0,90.42994,38.51515,4.28377,6.12705,14.03229,7.07881,85.366,66.60879,6.29461,0,6.47382,7.70774,4,0,4,50
539-17-4485,6.56802,1.0,86.63594,39.12863,5.93233,3.37828,14.97086,6.90893,63.98338,83.18115,4.41546,0,6.30619,7.00864,0,0,0,68
545-87-5194,7.55324,0.0,57.11246,78.49532,4.88222,7.76112,7.48736,3.76886,65.72469,22.37032,6.41713,0,7.46687,6.14848,0,1,0,37
621-60-9628,8.21563,1.0,14.80531,51.48942,6.21482,7.63032,4.14443,6.22652,73.44289,74.35793,3.21084,0,3.33567,6.12676,6,0,0,27
131-61-8133,6.82974,0.0,77.71177,67.47725,6.36046,3.35267,15.49464,8.2488,51.01202,12.32762,5.63646,0,5.38781,7.81586,3,1,0,114
538-31-1889,5.47805,1.0,69.46871,46.63606,6.62081,4.98252,10.33165,7.1355,67.32887,85.45697,5.36434,1,7.09873,5.79925,4,0,3,62
303-85-2473,7.06569,0.0,57.61058,55.98951,3.59388,4.62114,4.29591,6.59933,75.9377,20.50309,4.78447,0,7.82099,4.8567,7,0,3,16
071-09-1386,4.70781,1.0,70.1561,66.41844,5.75493,3.07406,10.51131,7.1879,59.48944,96.78675,7.72614,0,5.40473,6.62075,0,1,0,111
855-48-8603,5.79903,1.0,91.84653,49.3002,3.56782,6.56129,15.47338,7.08803,68.74475,78.9829,4.01801,0,6.1139,6.23686,3,0,0,28
797-83-2862,6.14039,0.0,65.7468,50.18268,5.92943,2.82683,4.61527,8.41736,73.87605,79.76802,5.92557,0,5.08246,3.61241,3,1,0,77
279-74-2215,7.47513,1.0,75.19579,31.28053,6.97565,3.85218,6.20564,7.59084,66.98976,29.85154,5.86224,0,5.38127,5.8734,5,0,0,14
567-13-5978,6.97326,1.0,30.34075,47.25415,3.47713,10.09457,10.72975,4.56048,78.0016,39.64172,4.7131,0,2.22912,6.26806,1,1,1,85
433-94-5567,5.67033,0.0,65.09902,51.91202,7.00501,3.97301,11.82808,6.4683,71.51776,81.85297,6.911,0,5.29181,6.53841,2,1,1,31
315-01-9590,6.83063,1.0,75.71622,48.80163,5.8963,2.53764,8.36812,6.24264,75.82193,56.78081,5.91414,0,7.22126,5.75355,5,0,0,43
175-86-9111,7.33295,1.0,10.89833,44.5347,9.00755,6.3905,7.02908,6.36876,73.08253,51.33398,6.17377,0,9.21914,6.3246,7,1,0,40
689-14-7259,6.40822,1.0,2.1454,59.98334,4.73784,8.5119,17.21971,5.79529,66.05842,66.71005,6.83939,0,3.10482,7.54335,2,0,3,110
773-05-5813,6.55668,1.0,68.12515,68.46433,6.60561,4.71656,5.58782,6.86992,80.21386,114.94834,5.20278,1,7.16124,6.08261,5,1,1,85
477-66-0151,5.57519,1.0,52.51565,55.37355,5.15038,5.86102,11.32984,8.66152,71.74848,100.89936,4.51721,0,4.84036,6.129,0,1,0,62
765-75-2503,6.40697,1.0,40.81035,48.22081,4.55388,6.85807,7.26124,7.4871,82.40952,77.26967,4.3743,0,4.46127,6.09049,7,1,1,60
808-71-1616,6.62976,1.0,82.51335,72.02477,5.3071,7.16145,7.48406,5.3085,68.96012,61.72334,5.58876,0,6.24289,4.59967,5,1,0,12
582-08-1187,5.13397,1.0,62.17299,76.05037,6.60261,3.98454,7.60113,7.64141,76.10435,99.88877,6.2977,0,5.08279,5.73777,4,0,0,94
300-11-5885,7.75484,1.0,,56.67358,4.3986,6.73494,11.77411,5.76262,69.68293,83.29009,5.05824,1,6.68266,6.02219,5,1,1,105
076-18-5585,6.35533,1.0,31.38705,36.20831,4.48049,2.59333,7.20172,5.34411,72.76162,44.92637,6.06985,0,8.3277,5.48655,7,0,3,83
036-97-9713,5.26641,1.0,43.5207,54.72375,6.20672,7.2572,7.47806,5.88684,68.63998,110.79662,5.06083,0,4.6959,5.15549,3,0,2,36
627-14-0099,4.67684,1.0,28.15541,51.29458,6.36662,2.41495,13.10708,8.03529,63.30035,79.41975,6.05029,0,4.18587,6.44638,7,0,1,58
105-37-9775,5.8854,0.0,38.71729,32.18675,6.48995,8.6382,11.15585,2.46765,65.77881,97.52661,5.40637,0,8.25031,6.45408,6,0,1,9
228-55-0163,4.92015,0.0,72.23506,66.54755,6.16837,3.52944,8.74619,7.82785,78.72942,110.4532,4.93153,0,5.42296,5.70461,3,0,2,82
170-49-0430,5.36511,0.0,60.66591,47.39835,6.23428,6.15778,10.80198,6.66279,75.6665,84.42012,6.12,0,7.44507,6.08459,3,0,1,49
826-85-9068,6.35021,0.0,75.97122,70.74819,4.99946,6.64727,11.71022,5.06231,71.48361,82.34614,5.15463,1,7.15044,7.15879,6,1,0,35
665-44-4387,7.12469,0.0,90.15239,54.92629,7.71364,3.19081,13.77255,7.13179,68.29081,60.47991,7.09848,1,6.2144,6.95907,0,0,3,46
846-82-6907,6.1435,0.0,74.23247,40.94697,4.3857,7.52948,12.23386,4.05213,75.84988,57.7684,5.32888,0,7.30437,5.19372,1,1,1,103
043-73-3370,5.17418,0.0,61.51932,42.6703,5.6708,7.41452,6.49467,4.13951,79.40044,43.621,4.05697,1,7.73868,5.19391,5,1,0,98
329-21-1975,5.31429,1.0,43.64247,45.32556,8.67359,7.40527,10.37154,7.61732,74.98711,65.42264,5.78668,0,7.98707,6.28022,2,1,0,85
178-31-7627,5.27249,0.0,84.88845,55.47367,6.67107,2.86261,8.40786,8.31011,71.91036,-1.45332,5.75555,0,5.89674,7.13504,2,0,4,58
386-29-3299,6.6448,1.0,84.6218,61.56548,8.22855,4.67048,4.54485,7.79844,67.8679,6.98735,5.19684,0,6.12471,4.7652,5,0,0,98
014-03-8603,5.22856,1.0,38.44282,40.80118,3.64911,5.9056,15.29505,8.95673,72.74752,80.92079,5.822,0,4.43862,7.54843,1,0,0,59
894-55-4818,5.52623,1.0,85.13925,45.90584,5.7333,3.42277,10.73293,6.97451,70.12908,84.12107,5.84571,0,6.37596,6.14116,3,1,0,38
306-52-9492,6.57362,0.0,28.69643,56.63976,5.29456,5.49845,21.27628,4.79786,80.14843,48.22179,3.63962,0,4.07622,7.83346,5,0,1,64
707-63-7784,5.00416,1.0,10.89389,68.3129,5.83084,7.81737,4.29449,6.56589,75.47897,104.13802,6.46832,0,3.47192,3.96917,4,1,0,113
692-60-2440,4.68441,1.0,43.91388,44.13915,6.26006,3.01349,7.90488,7.8575,62.01722,43.86452,7.66557,0,4.5213,6.908,6,1,0,16
003-34-8876,4.51569,1.0,36.94938,45.53847,6.20923,4.69733,7.2346,6.15735,78.5004,21.6025,7.48158,0,8.25305,5.57617,5,1,0,51
553-59-9504,4.66516,1.0,57.61704,56.52471,4.01015,8.02606,5.68042,5.96205,77.76969,79.62045,5.81081,1,4.90564,6.74091,5,1,3,8
513-43-0198,5.26071,1.0,15.76143,75.15471,4.92968,9.3857,7.76177,4.41043,72.97225,26.18101,4.39017,0,3.30685,5.65105,0,0,0,18
612-13-4113,6.35216,1.0,21.71798,57.66055,7.9812,,,5.65927,63.21662,80.32639,6.05275,0,9.70296,6.40983,2,0,0,103
732-41-8474,4.9786,1.0,20.2632,39.98152,4.99604,8.28974,8.86857,5.54553,64.61325,72.74871,6.516,0,3.82017,6.29338,0,0,1,51
370-75-9070,6.28015,0.0,85.79533,39.63017,7.3794,4.42854,9.54331,7.57011,69.1386,71.67447,6.0108,0,5.76383,5.3011,1,1,0,100
301-84-6681,5.04137,0.0,68.4831,53.82502,6.6089,7.78662,7.87788,2.9764,68.90074,9.11223,5.30468,0,7.20946,6.27665,1,0,0,94
122-41-0009,6.09623,1.0,44.52314,47.93091,6.26189,4.58858,6.80817,7.91984,70.47291,74.72317,5.3189,1,4.48353,4.47802,7,1,0,102
559-77-8172,8.45469,0.0,46.98842,54.38208,5.38493,7.02939,10.17638,4.7721,71.2331,125.54876,5.80332,0,7.84983,4.93146,1,1,1,52
612-40-9383,4.78721,0.0,91.73578,57.04507,5.55948,6.35565,9.56789,4.99781,77.59339,-5.16325,5.49699,0,6.63306,5.80203,5,0,3,109
509-37-5040,6.82249,1.0,43.24143,48.65366,4.57508,7.42342,7.53195,6.52518,74.00384,92.32659,5.95811,0,4.57711,6.90169,6,0,0,5
245-10-0715,7.00171,1.0,72.27721,59.86066,3.87646,6.40369,8.53446,5.85594,76.57174,108.96242,5.82466,0,7.3271,6.35483,5,1,0,5
224-79-4593,4.65679,1.0,87.51747,49.96215,8.00797,5.79365,11.4798,7.55518,62.55606,123.61005,5.66837,0,6.58044,5.117,4,1,0,114
182-63-8208,5.42965,1.0,23.22544,61.91636,7.52985,4.30864,8.21609,5.93421,75.09159,55.1749,4.44909,0,8.57774,3.74172,2,1,0,71
565-18-1132,7.277,1.0,57.79982,37.51112,2.85366,8.20705,13.22454,5.98367,77.73525,68.3542,5.72551,0,4.85813,6.00752,2,1,0,108
020-77-7633,7.00884,1.0,83.74953,46.8579,7.12207,5.6014,13.98883,7.679,66.91761,64.58604,5.88451,0,6.88789,6.09129,4,1,2,88
442-44-9425,4.40635,1.0,59.07441,50.47436,2.47974,7.25226,6.4401,6.79274,67.22509,67.07868,5.8739,1,4.95109,5.86389,4,1,2,40
883-57-5288,4.86768,0.0,83.36266,60.27944,3.71513,4.98592,12.5846,8.33277,70.52468,74.22115,7.29464,0,6.8517,6.8997,2,1,1,10
834-65-2982,5.72439,1.0,21.39555,44.94621,3.93225,7.65195,3.82535,6.67519,84.12981,58.00855,7.11342,0,3.69454,6.18545,1,0,3,106
688-71-5143,4.69273,0.0,83.23861,61.73453,6.01618,6.39428,4.66415,5.53207,63.33153,77.0989,6.17361,0,6.13154,5.81987,0,1,1,45
762-14-8630,5.58495,1.0,85.647,62.1411,6.62981,3.00526,6.70034,6.95921,61.13765,43.41714,5.91518,0,5.69552,5.13114,7,1,0,3
172-08-6208,4.95731,1.0,83.18817,30.76872,6.21105,,16.58514,7.02675,77.77588,131.066,6.7423,0,5.97223,7.32396,1,0,1,112
470-41-0741,6.14226,0.0,85.0044,69.06466,4.86168,7.68368,13.23737,3.42843,67.28078,-2.86678,5.58986,0,6.57812,4.6584,6,0,0,105
481-52-0980,7.72428,1.0,93.33727,23.53665,6.45301,3.56408,4.1103,7.2004,64.04514,104.44873,6.17168,0,6.04293,5.31053,0,1,3,49
467-90-4288,6.26336,0.0,76.40242,41.62248,2.87067,6.227,9.69801,6.63005,71.93063,77.25714,6.38505,0,7.30738,6.34724,2,1,3,24
064-87-0431,7.12186,1.0,56.30055,46.97071,5.64227,9.15949,8.18999,3.55069,66.05006,117.58671,5.01846,0,4.82732,6.38569,3,1,0,103
459-70-0325,5.41293,0.0,45.64762,45.69842,3.16969,4.73298,10.73098,6.31576,76.57406,47.73623,6.66386,0,8.14092,7.04998,4,0,0,114
145-34-4637,7.64015,1.0,59.14433,30.20273,8.31405,4.54598,6.15494,7.94626,64.555,69.51219,7.64199,1,5.06548,5.59603,1,0,3,102
539-90-4754,5.68928,1.0,62.41356,45.26246,6.52804,3.13202,6.88863,6.46097,77.84811,80.20165,8.15959,0,7.42091,5.98538,1,1,2,78
587-54-3332,5.50789,0.0,15.2098,46.24565,5.08769,7.52175,5.52519,4.89838,79.63207,124.16424,5.84076,1,9.06771,5.2538,3,0,2,34
064-87-0431,6.36503,1.0,16.81917,67.32732,2.84941,5.97093,5.46398,10.20762,57.01246,90.81732,5.76131,0,3.02568,6.01822,3,1,0,103
646-45-6279,5.64598,0.0,85.2013,55.08192,5.63074,3.74866,10.53859,7.97248,76.60406,96.45057,6.80692,0,5.88625,6.70216,1,0,4,54
121-22-4297,4.82225,0.0,88.25218,36.45638,5.62409,6.93771,3.83575,4.03775,71.37802,81.75138,5.97803,0,6.36529,5.60914,1,0,2,63
139-97-0509,6.45039,0.0,18.38222,74.65983,2.86728,5.79472,8.60387,5.54021,67.03975,16.11571,5.10012,0,8.92114,5.76357,4,1,1,97
491-88-7349,5.57072,1.0,12.81702,68.23252,5.27367,7.61197,9.06288,6.53478,70.60351,93.0553,4.38569,1,3.19047,6.48672,5,1,1,72
753-46-2747,6.4196,1.0,68.19628,56.42363,4.21075,5.58472,11.35787,8.74274,75.5107,103.66544,7.99978,0,5.17685,5.34248,2,0,0,25
533-21-6465,6.52885,1.0,18.41664,41.45278,4.54404,2.85014,6.66893,5.5129,64.976,63.71918,5.98461,0,8.83921,4.59371,6,0,0,3
510-57-4840,6.61925,0.0,73.30319,70.76105,4.0131,3.8826,4.70496,8.16315,83.99911,41.85989,6.43987,0,7.01049,4.00721,3,1,3,31
747-85-2378,5.96142,0.0,90.46841,53.0342,4.48593,2.73055,7.15252,8.54545,74.25432,40.95445,7.02283,0,6.62138,5.60609,0,0,1,91
188-83-8299,4.76143,0.0,51.08213,61.3118,3.06603,7.94471,10.67442,4.35279,62.76397,43.7146,5.74506,1,7.90664,5.68473,5,0,1,42
796-91-5388,5.73029,0.0,83.81548,41.8482,3.3148,6.37986,9.34806,5.66644,75.41701,80.19317,,0,6.67656,6.112,6,0,1,70
148-05-5204,6.18864,1.0,27.71144,64.23038,5.6008,7.50157,6.37175,6.37422,76.70631,72.52489,5.98891,0,4.07501,5.25981,1,1,0,49
250-92-3407,5.38822,0.0,55.14684,32.69277,4.23004,5.65606,14.04669,7.25604,67.41808,88.41462,4.44555,0,7.77624,6.97852,7,1,0,27
190-86-4450,4.96336,1.0,51.34856,33.03654,5.21015,8.32515,8.2464,4.68156,71.53633,40.88078,6.93891,0,4.52154,6.20792,4,1,0,101
772-03-8160,6.93157,1.0,34.25294,36.27116,3.8419,6.82673,7.53179,7.75552,65.76645,16.75704,5.93473,1,4.34844,5.50828,4,0,4,36
638-85-8926,5.78509,1.0,77.55018,35.60703,4.73264,6.71567,22.63361,7.14348,76.8558,36.48136,6.29834,0,5.18298,7.73699,5,0,1,102
836-94-2806,5.75931,0.0,65.04531,45.81164,6.05932,6.04901,10.90581,4.37689,84.25417,94.73149,5.67516,0,5.09935,6.01795,6,0,0,91
187-46-5029,4.95718,1.0,83.73544,38.54582,4.55149,5.75281,9.73992,7.98956,69.88815,40.59833,,1,6.21626,6.69346,4,0,2,24
316-65-0117,5.77865,1.0,79.17503,70.68742,6.09206,3.61958,6.41455,7.47017,75.21964,98.91772,4.12356,1,5.36936,3.9216,0,0,0,109
859-97-1314,7.65036,1.0,4.90714,49.42061,6.24697,7.62085,9.78,6.3078,77.12838,35.27901,6.07454,0,3.34316,6.1914,5,1,0,60
894-53-7476,5.59984,0.0,73.67608,58.40974,4.06107,6.09492,4.51513,6.03328,64.3675,37.07843,6.54425,0,7.12205,5.1689,2,1,0,28
694-21-1523,5.52352,1.0,18.82061,65.93833,4.60412,8.97609,13.04221,4.72154,68.11625,67.97346,3.77769,0,3.64079,6.8115,7,1,1,84
654-33-1788,6.90277,1.0,93.06627,59.28474,6.63966,3.56751,7.33093,7.18286,71.52714,59.76549,6.24457,1,6.34724,5.4254,1,1,2,61
799-89-8524,6.87807,1.0,47.91632,39.3444,5.07664,6.22105,6.46387,8.1193,74.80521,90.40075,5.02617,0,4.48583,4.51334,1,1,1,104
407-08-6337,3.7666,1.0,20.06946,58.8594,3.51809,7.70966,6.1647,6.9546,79.36529,85.77949,6.22388,1,3.63524,6.54971,2,1,0,21
815-95-2419,4.08578,1.0,69.06921,50.69911,3.98295,7.85563,7.51317,5.46813,65.93508,61.27682,5.74254,0,5.4064,4.3022,6,1,1,53
391-82-2991,6.12055,1.0,90.50522,42.8966,2.721,6.99269,9.68971,6.21261,63.1987,74.21048,6.15664,0,6.20986,5.64131,0,1,0,112
893-02-5733,6.05793,1.0,16.17231,47.36638,4.79648,7.45495,21.78444,7.6793,71.92089,122.92621,4.41335,1,2.8149,8.34647,3,1,1,72
860-17-4658,6.83377,1.0,39.50034,35.0012,3.92559,6.15507,4.98515,8.72577,63.95248,138.19661,5.31641,0,4.46055,5.93034,4,0,0,89
755-10-7455,7.26976,1.0,70.10579,36.4654,6.3921,7.02933,7.65205,5.87254,66.6612,6.69137,5.32685,0,5.16335,5.27664,4,0,0,96
281-68-5337,4.96502,0.0,43.76071,53.11925,2.9264,5.18141,9.18092,6.63552,72.59269,83.88965,6.78637,0,8.14828,5.39472,7,0,0,21
265-02-9060,6.10111,1.0,88.55903,37.27465,7.23666,4.76017,11.07283,7.17265,83.3024,38.55205,5.14304,0,6.73612,4.93704,7,0,0,36
238-26-1595,5.75022,0.0,90.11945,64.34015,4.88705,4.57749,3.57976,8.20634,63.17377,77.10734,6.99776,0,6.51579,4.0021,0,0,1,30
721-77-0104,6.79659,1.0,57.78084,47.78251,7.36679,2.57033,11.42663,7.66041,72.24624,87.15906,6.66435,1,4.69284,6.68979,3,0,0,37
803-67-1871,5.5509,1.0,85.27823,48.48388,3.70871,5.77927,5.37542,8.19183,74.04406,-1.40843,4.31391,0,5.67735,4.55362,5,1,3,108
393-07-3842,4.35187,1.0,42.58898,43.99151,3.71277,8.05156,17.49279,5.93793,84.88656,76.13838,4.82628,0,4.42588,7.10732,2,1,3,5
239-96-7846,4.86399,1.0,25.04065,59.6102,6.22185,4.13407,9.58135,5.86791,69.41865,73.89,4.78821,1,8.75317,5.80045,7,0,4,15
107-47-2404,4.602,1.0,43.21379,46.75848,4.25232,6.03334,2.53781,8.67153,69.10546,86.65305,5.22204,0,4.58913,3.56431,3,0,0,59
042-04-2900,5.1585,1.0,43.72985,66.50448,7.14648,2.23904,7.24852,7.79454,66.43564,76.90077,5.01119,0,4.59219,5.48602,1,0,3,51
841-49-6131,6.36347,1.0,77.22547,54.37721,9.08947,7.1401,11.64265,7.69711,86.0939,61.94444,4.61071,0,6.98641,6.79726,1,0,1,46
545-87-7848,6.59057,0.0,55.56325,62.38,6.48509,2.45186,6.27531,8.1461,69.43846,123.55187,5.90583,0,4.9919,6.03456,2,0,0,63
772-48-6252,5.24506,0.0,87.70405,45.75101,6.82999,3.45771,10.32813,6.81842,82.00418,88.28998,6.75804,0,6.13565,5.67873,2,0,0,38
153-86-6867,6.73799,0.0,68.49606,52.93053,3.5098,4.69009,8.57239,7.07205,56.24326,23.93194,5.51057,0,7.41429,6.0293,7,0,0,12
040-40-3664,5.26963,0.0,15.10437,64.11897,5.20721,8.28447,6.20361,3.83449,61.46131,138.44371,6.54329,0,9.28656,4.13642,1,0,1,78
772-03-8160,5.61425,1.0,13.15817,35.86962,4.8564,6.63044,8.16449,8.38694,82.99825,77.56872,8.35005,1,3.37921,6.17478,4,0,4,36
378-03-4690,6.53445,1.0,48.01812,50.60962,3.75939,7.61992,8.77553,6.29402,68.52459,62.8922,7.29748,0,4.63417,4.96284,0,1,0,40
863-04-7114,6.06333,0.0,44.32954,34.64969,4.49916,8.10532,10.04464,3.68391,66.07273,45.72217,5.5972,1,8.07992,4.65703,0,0,1,82
160-37-5803,7.48388,1.0,82.17407,46.02964,7.38544,5.37695,8.51478,7.28853,93.6637,30.79843,6.54106,0,6.94466,4.32762,4,1,0,25
837-46-9006,7.17205,1.0,32.89822,61.85697,5.53516,7.411,11.19975,6.34895,69.75976,107.77062,6.34354,0,4.29881,5.21022,2,1,0,18
846-83-5719,6.29699,0.0,37.17462,40.71394,3.50654,8.17021,9.52493,4.24696,79.31645,15.45242,5.72287,1,8.37582,5.21685,7,0,1,40
743-18-8181,3.37788,1.0,86.5323,46.20086,5.48612,7.10001,6.05052,5.59762,61.59664,27.0643,6.93854,0,5.76251,3.41677,6,0,0,25
281-98-4373,4.38826,0.0,90.01305,46.15197,4.07016,6.94903,6.05398,4.53364,75.91871,122.63728,5.03718,1,6.45891,4.46331,1,0,0,64
541-05-1175,5.03271,0.0,84.15511,51.64378,5.76881,3.70219,7.65424,6.53711,70.07672,59.85591,5.33609,0,6.775,5.40576,5,0,0,61
163-99-5410,5.70377,0.0,84.97834,59.61807,6.24097,3.72171,6.95466,7.18306,66.13132,63.90812,4.951,0,6.76883,6.009,7,1,3,42
025-71-6429,6.1084,0.0,81.5269,40.26088,6.57588,3.07867,14.93682,7.51008,82.32164,71.4109,6.67813,0,5.89424,7.64671,0,0,0,85
254-98-5948,8.19978,0.0,36.70488,49.00618,3.3903,7.99002,11.96059,4.40762,76.61547,90.29381,5.84624,0,8.31162,5.56878,1,1,0,22
196-30-6324,6.70684,1.0,97.66014,45.19626,7.79001,4.86098,3.65556,7.56654,72.69781,64.33732,4.91263,0,6.13708,5.80094,3,0,0,64
485-46-6395,7.00296,1.0,24.02182,21.99625,5.31625,9.82207,6.89857,3.20645,70.46396,93.60448,5.0093,0,3.76844,5.3093,0,1,0,101
260-56-3692,4.99008,0.0,16.50773,43.55849,5.6809,9.5982,9.76394,2.43931,78.57866,7.55204,5.79672,0,9.89873,3.78709,7,0,0,83
025-09-2596,5.18527,0.0,83.66667,34.60327,5.06186,5.89423,10.13706,5.42685,63.30138,89.49099,6.51497,0,6.13069,6.52906,2,0,0,5
362-29-0848,7.4036,1.0,65.96778,52.992,6.42956,5.76157,10.19954,7.10339,82.19213,51.93494,5.49727,0,7.63571,5.01363,7,1,4,47
621-91-7499,6.1023,0.0,94.25888,38.97023,5.44023,6.98887,5.02027,4.07001,75.73504,13.93764,5.1206,1,6.49929,5.32868,2,1,0,19
411-49-1355,5.49791,1.0,46.75236,44.06233,6.22908,3.03286,7.74728,6.09086,78.03146,95.05774,6.61044,1,7.88667,5.28951,5,0,1,1
487-02-3302,6.97626,1.0,15.5266,48.04922,5.46658,9.57055,6.20216,4.11716,81.03033,58.14751,4.86258,1,3.06483,5.41117,4,0,0,98
130-96-9888,5.98414,0.0,15.41967,47.9623,2.67065,6.89409,7.12148,5.57513,72.82648,55.48798,5.75486,0,9.02604,6.99515,2,0,0,2
023-11-8847,5.28304,1.0,37.58945,29.33567,5.70899,6.2521,9.95487,7.86506,63.65933,5.60564,5.92369,1,4.28996,6.55171,4,0,0,75
229-68-3697,5.76275,1.0,40.28237,54.78284,5.26817,6.64459,12.61056,7.32446,76.26979,75.44354,6.24706,0,4.60334,7.37928,7,1,1,15
164-80-7062,5.33429,1.0,72.6936,43.05898,3.09864,5.85306,9.16873,9.0493,74.06383,61.26429,7.50143,1,5.36571,5.45603,2,0,0,92
349-91-5423,5.51338,1.0,60.70396,49.11811,6.2475,3.05781,6.88144,7.84638,72.83714,76.69086,7.08999,0,5.01803,5.25118,3,0,0,100
827-80-4547,5.95164,1.0,86.73906,47.27954,6.67956,3.97689,10.22946,7.59028,70.55667,78.48994,5.68856,1,6.41574,6.56,5,0,0,50
057-10-5790,5.34544,1.0,58.84181,62.32908,3.65603,6.07604,3.82604,8.50197,66.14814,38.82469,5.76612,0,5.0461,3.84153,5,0,0,2
258-92-9045,7.82231,1.0,12.71409,43.40663,5.05767,7.44437,5.99463,6.89875,64.62338,48.26046,4.926,0,3.28104,5.60957,5,1,1,106
065-93-2981,5.06684,1.0,84.42041,51.46107,6.68217,4.9798,6.99341,7.16209,65.99421,79.65721,5.32086,0,6.51978,5.56117,7,1,0,31
856-36-9300,5.35812,1.0,51.53738,61.83574,7.58626,5.31108,6.66293,5.20575,69.14062,148.73949,5.88733,0,10.81897,5.10168,5,1,3,89
701-81-0225,6.9954,1.0,58.47148,55.27051,4.80917,8.09156,9.64579,5.0738,81.54838,90.92343,6.62265,0,4.99396,4.37569,1,0,1,66
752-28-1064,7.35523,1.0,44.93995,51.80674,6.67431,4.5836,8.37847,6.23952,78.60806,34.44716,6.00024,0,7.90579,6.64613,4,0,0,71
091-89-6007,5.58135,1.0,17.02428,43.37177,5.49806,5.66826,7.4545,9.39104,83.99817,83.4707,5.52872,0,3.85232,5.20185,0,0,1,0
862-99-3536,5.82859,0.0,55.84939,41.28454,4.43049,6.11552,8.41314,5.56412,76.2995,19.1557,5.13713,0,7.71344,5.73214,2,0,4,19
427-23-2353,6.10727,1.0,76.71009,42.44695,5.71076,5.21352,9.38714,7.66992,84.17104,90.82041,6.2977,0,6.93741,5.83222,1,1,1,69
